year,count_type,estimate,margin_of_error,state
2009,two_or_more,126878,7738.0,MO
2009,two_or_more_inculding_other,9956,2059.0,MO
2009,total,974989,,MT
2009,two_or_more_exc_other_or_three_plus,20098,2292.0,MT
2009,white,871719,1969.0,MT
2009,black_aa,2944,1048.0,MT
2009,am_indian_native,65711,2628.0,MT
2009,asian,5250,1064.0,MT
2009,hawaiian_islander,279,269.0,MT
2009,other,7350,1873.0,MT
2009,two_or_more,21736,2457.0,MT
2009,two_or_more_inculding_other,1638,769.0,MT
2009,total,1796622,,NE
2009,two_or_more_exc_other_or_three_plus,31307,2839.0,NE
2009,white,1583709,6127.0,NE
2009,black_aa,76793,2808.0,NE
2009,am_indian_native,16774,2724.0,NE
2009,asian,29913,1785.0,NE
2009,hawaiian_islander,955,845.0,NE
2009,other,50884,5280.0,NE
2009,two_or_more,37594,3291.0,NE
2009,two_or_more_inculding_other,6287,1540.0,NE
2009,total,2643085,,NV
2009,two_or_more_exc_other_or_three_plus,71799,6529.0,NV
2009,white,2013125,12227.0,NV
2009,black_aa,202700,4022.0,NV
2009,am_indian_native,31039,3106.0,NV
2009,asian,174754,3442.0,NV
2009,hawaiian_islander,13973,1074.0,NV
2009,other,119399,11427.0,NV
2009,two_or_more,88095,7261.0,NV
2009,two_or_more_inculding_other,16296,3269.0,NV
2009,total,1324575,,NH
2009,two_or_more_exc_other_or_three_plus,15446,2084.0,NH
2009,white,1251946,2740.0,NH
2009,black_aa,16641,1369.0,NH
2009,am_indian_native,3222,1152.0,NH
2009,asian,25036,1423.0,NH
2009,hawaiian_islander,135,135.0,NH
2009,other,10706,2621.0,NH
2009,two_or_more,16889,2228.0,NH
2009,two_or_more_inculding_other,1443,657.0,NH
2009,total,8707740,,NJ
2009,two_or_more_exc_other_or_three_plus,144896,9896.0,NJ
2009,white,6154878,20046.0,NJ
2009,black_aa,1188841,9583.0,NJ
2009,am_indian_native,22927,3207.0,NJ
2009,asian,677022,4571.0,NJ
2009,hawaiian_islander,1667,915.0,NJ
2009,other,475348,20081.0,NJ
2009,two_or_more,187057,11751.0,NJ
2009,two_or_more_inculding_other,42161,5542.0,NJ
2009,total,2009671,,NM
2009,two_or_more_exc_other_or_three_plus,39399,4718.0,NM
2009,white,1456668,14648.0,NM
2009,black_aa,43413,3115.0,NM
2009,am_indian_native,188420,5705.0,NM
2009,asian,28263,1745.0,NM
2009,hawaiian_islander,1307,641.0,NM
2009,other,230591,13391.0,NM
2009,two_or_more,61009,6380.0,NM
2009,two_or_more_inculding_other,21610,3877.0,NM
2009,total,19541453,,NY
2009,two_or_more_exc_other_or_three_plus,292082,13175.0,NY
2009,white,13162838,28090.0,NY
2009,black_aa,3068887,16566.0,NY
2009,am_indian_native,64231,5162.0,NY
2009,asian,1373918,6821.0,NY
2009,hawaiian_islander,6191,1513.0,NY
2009,other,1473739,27086.0,NY
2009,two_or_more,391649,15945.0,NY
2009,two_or_more_inculding_other,99567,7124.0,NY
2009,total,9380884,,NC
2009,two_or_more_exc_other_or_three_plus,170425,10144.0,NC
2009,white,6609224,13647.0,NC
2009,black_aa,1972003,11599.0,NC
2009,am_indian_native,100271,3712.0,NC
2009,asian,184275,3620.0,NC
2009,hawaiian_islander,3076,1168.0,NC
2009,other,319170,13399.0,NC
2009,two_or_more,192865,11190.0,NC
2009,two_or_more_inculding_other,22440,3800.0,NC
2009,total,646844,,ND
2009,two_or_more_exc_other_or_three_plus,9892,1698.0,ND
2009,white,583263,1168.0,ND
2009,black_aa,6962,817.0,ND
2009,am_indian_native,37056,1815.0,ND
2009,asian,5044,917.0,ND
2009,hawaiian_islander,216,215.0,ND
2009,other,3924,1154.0,ND
2009,two_or_more,10379,1656.0,ND
2009,two_or_more_inculding_other,487,488.0,ND
2009,total,11542645,,OH
2009,two_or_more_exc_other_or_three_plus,190230,8882.0,OH
2009,white,9694632,8082.0,OH
2009,black_aa,1363461,8833.0,OH
2009,am_indian_native,19992,3158.0,OH
2009,asian,179729,3694.0,OH
2009,hawaiian_islander,2299,782.0,OH
2009,other,78010,7284.0,OH
2009,two_or_more,204522,9116.0,OH
2009,two_or_more_inculding_other,14292,2157.0,OH
2009,total,3687050,,OK
2009,two_or_more_exc_other_or_three_plus,252047,8486.0,OK
2009,white,2778234,10183.0,OK
2009,black_aa,268412,5648.0,OK
2009,am_indian_native,223324,7217.0,OK
2009,asian,59650,2790.0,OK
2009,hawaiian_islander,3150,1426.0,OK
2009,other,90973,8981.0,OK
2009,two_or_more,263307,8630.0,OK
2009,two_or_more_inculding_other,11260,1763.0,OK
2009,total,3825657,,OR
2009,two_or_more_exc_other_or_three_plus,117457,7119.0,OR
2009,white,3274965,13541.0,OR
2009,black_aa,68196,4095.0,OR
2009,am_indian_native,48611,6003.0,OR
2009,asian,137749,3657.0,OR
2009,hawaiian_islander,13705,1955.0,OR
2009,other,149204,13631.0,OR
2009,two_or_more,133227,7826.0,OR
2009,two_or_more_inculding_other,15770,2807.0,OR
2009,total,12604767,,PA
2009,two_or_more_exc_other_or_three_plus,166578,8799.0,PA
2009,white,10525640,13378.0,PA
2009,black_aa,1325314,9617.0,PA
2009,am_indian_native,16761,1947.0,PA
2009,asian,310990,4090.0,PA
2009,hawaiian_islander,3020,1296.0,PA
2009,other,229560,11790.0,PA
2009,two_or_more,193482,9500.0,PA
2009,two_or_more_inculding_other,26904,3673.0,PA
2009,total,1053209,,RI
2009,two_or_more_exc_other_or_three_plus,13300,2364.0,RI
2009,white,869575,5927.0,RI
2009,black_aa,63171,3411.0,RI
2009,am_indian_native,3901,1010.0,RI
2009,asian,31142,1410.0,RI
2009,hawaiian_islander,76,93.0,RI
2009,other,66236,5525.0,RI
2009,two_or_more,19108,3080.0,RI
2009,two_or_more_inculding_other,5808,2018.0,RI
2009,total,4561242,,SC
2009,two_or_more_exc_other_or_three_plus,60312,5479.0,SC
2009,white,3082191,8192.0,SC
2009,black_aa,1273826,5710.0,SC
2009,am_indian_native,11993,2025.0,SC
2009,asian,57335,2593.0,SC
2009,hawaiian_islander,2717,1871.0,SC
2009,other,65551,7176.0,SC
2009,two_or_more,67629,5702.0,SC
2009,two_or_more_inculding_other,7317,1805.0,SC
2009,total,812383,,SD
2009,two_or_more_exc_other_or_three_plus,14961,2256.0,SD
2009,white,701305,3498.0,SD
2009,black_aa,8530,1093.0,SD
2009,am_indian_native,69703,3277.0,SD
2009,asian,8210,1392.0,SD
2009,hawaiian_islander,59,101.0,SD
2009,other,7738,1955.0,SD
2009,two_or_more,16838,2526.0,SD
2009,two_or_more_inculding_other,1877,928.0,SD
2009,total,6296254,,TN
2009,two_or_more_exc_other_or_three_plus,91359,6805.0,TN
2009,white,4981348,9176.0,TN
2009,black_aa,1039226,7122.0,TN
2009,am_indian_native,13070,2354.0,TN
2009,asian,86439,2956.0,TN
2009,hawaiian_islander,2116,938.0,TN
2009,other,72277,8716.0,TN
2009,two_or_more,101778,7096.0,TN
2009,two_or_more_inculding_other,10419,2741.0,TN
2009,total,24782302,,TX
2009,two_or_more_exc_other_or_three_plus,373321,12761.0,TX
2009,white,18277105,50705.0,TX
2009,black_aa,2856747,12761.0,TX
2009,am_indian_native,139030,11206.0,TX
2009,asian,883429,6934.0,TX
2009,hawaiian_islander,19339,2298.0,TX
2009,other,2075500,51246.0,TX
2009,two_or_more,531152,17047.0,TX
2009,two_or_more_inculding_other,157831,11610.0,TX
2009,total,2784572,,UT
2009,two_or_more_exc_other_or_three_plus,49776,5229.0,UT
2009,white,2487925,9144.0,UT
2009,black_aa,32388,3194.0,UT
2009,am_indian_native,31222,2922.0,UT
2009,asian,56760,2351.0,UT
2009,hawaiian_islander,22481,1565.0,UT
2009,other,92923,8685.0,UT
2009,two_or_more,60873,5523.0,UT
2009,two_or_more_inculding_other,11097,2661.0,UT
2009,total,621760,,VT
2009,two_or_more_exc_other_or_three_plus,10876,1413.0,VT
2009,white,595344,1319.0,VT
2009,black_aa,5145,855.0,VT
2009,am_indian_native,1944,765.0,VT
2009,asian,6042,774.0,VT
2009,hawaiian_islander,38,62.0,VT
2009,other,2061,1116.0,VT
2009,two_or_more,11186,1390.0,VT
2009,two_or_more_inculding_other,310,218.0,VT
2009,total,7882590,,VA
2009,two_or_more_exc_other_or_three_plus,164069,10805.0,VA
2009,white,5552824,13239.0,VA
2009,black_aa,1542737,9786.0,VA
2009,am_indian_native,25006,3732.0,VA
2009,asian,391484,4658.0,VA
2009,hawaiian_islander,6147,2220.0,VA
2009,other,173971,12358.0,VA
2009,two_or_more,190421,12486.0,VA
2009,two_or_more_inculding_other,26352,4878.0,VA
2009,total,6664195,,WA
2009,two_or_more_exc_other_or_three_plus,249556,10893.0,WA
2009,white,5342426,13297.0,WA
2009,black_aa,229534,6084.0,WA
2009,am_indian_native,87973,5620.0,WA
2009,asian,441231,6051.0,WA
2009,hawaiian_islander,29770,1809.0,WA
2009,other,249828,14879.0,WA
2009,two_or_more,283433,11425.0,WA
2009,two_or_more_inculding_other,33877,4180.0,WA
2009,total,1819777,,WV
2009,two_or_more_exc_other_or_three_plus,29376,3349.0,WV
2009,white,1715221,2503.0,WV
2009,black_aa,56331,3718.0,WV
2009,am_indian_native,3219,1050.0,WV
2009,asian,11417,1420.0,WV
2009,hawaiian_islander,148,159.0,WV
2009,other,3330,1103.0,WV
2009,two_or_more,30111,3366.0,WV
2009,two_or_more_inculding_other,735,508.0,WV
2009,total,5654774,,WI
2009,two_or_more_exc_other_or_three_plus,78847,5731.0,WI
2009,white,4997567,7097.0,WI
2009,black_aa,339527,5242.0,WI
2009,am_indian_native,48448,2519.0,WI
2009,asian,120116,2759.0,WI
2009,hawaiian_islander,1216,570.0,WI
2009,other,59545,5719.0,WI
2009,two_or_more,88355,6139.0,WI
2009,two_or_more_inculding_other,9508,1779.0,WI
2009,total,544270,,WY
2009,two_or_more_exc_other_or_three_plus,11003,1626.0,WY
2009,white,497086,1966.0,WY
2009,black_aa,5152,985.0,WY
2009,am_indian_native,14019,1536.0,WY
2009,asian,3649,1249.0,WY
2009,hawaiian_islander,359,291.0,WY
2009,other,10073,1873.0,WY
2009,two_or_more,13932,1876.0,WY
2009,two_or_more_inculding_other,2929,908.0,WY
2010,total,4785298,,AL
2010,two_or_more_exc_other_or_three_plus,60904,4238.0,AL
2010,white,3324276,6847.0,AL
2010,black_aa,1262980,5127.0,AL
2010,am_indian_native,27768,3139.0,AL
2010,asian,52789,2754.0,AL
2010,hawaiian_islander,606,300.0,AL
2010,other,51693,6476.0,AL
2010,two_or_more,65186,4432.0,AL
2010,two_or_more_inculding_other,4282,1396.0,AL
2010,total,713985,,AK
2010,two_or_more_exc_other_or_three_plus,47843,4260.0,AK
2010,white,481446,2499.0,AK
2010,black_aa,24711,1612.0,AK
2010,am_indian_native,104539,3544.0,AK
2010,asian,39118,3257.0,AK
2010,hawaiian_islander,7638,890.0,AK
2010,other,6496,1747.0,AK
2010,two_or_more,50037,4222.0,AK
2010,two_or_more_inculding_other,2194,757.0,AK
2010,total,6413737,,AZ
2010,two_or_more_exc_other_or_three_plus,130782,8657.0,AZ
2010,white,5095378,24661.0,AZ
2010,black_aa,264009,5590.0,AZ
2010,am_indian_native,285768,6634.0,AZ
2010,asian,174039,4937.0,AZ
2010,hawaiian_islander,12180,2722.0,AZ
2010,other,412806,22842.0,AZ
2010,two_or_more,169557,10122.0,AZ
2010,two_or_more_inculding_other,38775,4944.0,AZ
2010,total,2921606,,AR
2010,two_or_more_exc_other_or_three_plus,43742,3939.0,AR
2010,white,2289695,6567.0,AR
2010,black_aa,464411,3749.0,AR
2010,am_indian_native,18625,2295.0,AR
2010,asian,33240,2165.0,AR
2010,hawaiian_islander,5090,709.0,AR
2010,other,61388,6531.0,AR
2010,two_or_more,49157,4194.0,AR
2010,two_or_more_inculding_other,5415,1562.0,AR
2010,total,37349363,,CA
2010,two_or_more_exc_other_or_three_plus,1186620,26703.0,CA
2010,white,23322954,69327.0,CA
2010,black_aa,2246353,14331.0,CA
2010,am_indian_native,281908,12716.0,CA
2010,asian,4900963,16077.0,CA
2010,hawaiian_islander,142932,5392.0,CA
2010,other,4885973,67184.0,CA
2010,two_or_more,1568280,32388.0,CA
2010,two_or_more_inculding_other,381660,16369.0,CA
2010,total,5049071,,CO
2010,two_or_more_exc_other_or_three_plus,139480,7106.0,CO
2010,white,4208365,17302.0,CO
2010,black_aa,198117,4670.0,CO
2010,am_indian_native,49608,5624.0,CO
2010,asian,133796,4212.0,CO
2010,hawaiian_islander,4922,1290.0,CO
2010,other,282026,15805.0,CO
2010,two_or_more,172237,8592.0,CO
2010,two_or_more_inculding_other,32757,4234.0,CO
2010,total,3577073,,CT
2010,two_or_more_exc_other_or_three_plus,70175,5627.0,CT
2010,white,2797956,10233.0,CT
2010,black_aa,356880,5421.0,CT
2010,am_indian_native,5634,1359.0,CT
2010,asian,134338,2644.0,CT
2010,hawaiian_islander,1317,582.0,CT
2010,other,189961,10472.0,CT
2010,two_or_more,90987,6379.0,CT
2010,two_or_more_inculding_other,20812,3744.0,CT
2010,total,899769,,DE
2010,two_or_more_exc_other_or_three_plus,19354,3224.0,DE
2010,white,636052,4915.0,DE
2010,black_aa,191626,2650.0,DE
2010,am_indian_native,2470,1106.0,DE
2010,asian,27482,1348.0,DE
2010,hawaiian_islander,1191,912.0,DE
2010,other,17852,3914.0,DE
2010,two_or_more,23096,3436.0,DE
2010,two_or_more_inculding_other,3742,1462.0,DE
2010,total,604453,,
2010,two_or_more_exc_other_or_three_plus,9903,2008.0,
2010,white,242905,4030.0,
2010,black_aa,309221,2659.0,
2010,am_indian_native,1927,750.0,
2010,asian,21552,966.0,
2010,hawaiian_islander,233,224.0,
2010,other,16825,3775.0,
2010,two_or_more,11790,2050.0,
2010,two_or_more_inculding_other,1887,647.0,
2010,total,18843326,,FL
2010,two_or_more_exc_other_or_three_plus,324254,14660.0,FL
2010,white,14411461,32433.0,FL
2010,black_aa,2997377,15337.0,FL
2010,am_indian_native,67854,6928.0,FL
2010,asian,452580,7409.0,FL
2010,hawaiian_islander,11525,2188.0,FL
2010,other,495530,25289.0,FL
2010,two_or_more,406999,16059.0,FL
2010,two_or_more_inculding_other,82745,6587.0,FL
2010,total,9712587,,GA
2010,two_or_more_exc_other_or_three_plus,145423,9844.0,GA
2010,white,5895315,17303.0,GA
2010,black_aa,2976758,9979.0,GA
2010,am_indian_native,22055,3666.0,GA
2010,asian,316098,5145.0,GA
2010,hawaiian_islander,2533,687.0,GA
2010,other,320937,16948.0,GA
2010,two_or_more,178891,10595.0,GA
2010,two_or_more_inculding_other,33468,4749.0,GA
2010,total,1363621,,HI
2010,two_or_more_exc_other_or_three_plus,312755,11240.0,HI
2010,white,335563,4302.0,HI
2010,black_aa,20345,1676.0,HI
2010,am_indian_native,2660,801.0,HI
2010,asian,530937,9464.0,HI
2010,hawaiian_islander,134881,4613.0,HI
2010,other,15126,2635.0,HI
2010,two_or_more,324109,11358.0,HI
2010,two_or_more_inculding_other,11354,2974.0,HI
2010,total,1571450,,ID
2010,two_or_more_exc_other_or_three_plus,30542,3211.0,ID
2010,white,1449223,5879.0,ID
2010,black_aa,8871,1619.0,ID
2010,am_indian_native,21791,2283.0,ID
2010,asian,18718,2020.0,ID
2010,hawaiian_islander,2095,1052.0,ID
2010,other,34159,4822.0,ID
2010,two_or_more,36593,3845.0,ID
2010,two_or_more_inculding_other,6051,2188.0,ID
2010,total,12843166,,IL
2010,two_or_more_exc_other_or_three_plus,195037,10423.0,IL
2010,white,9305662,28467.0,IL
2010,black_aa,1866145,10533.0,IL
2010,am_indian_native,29545,4078.0,IL
2010,asian,590174,6216.0,IL
2010,hawaiian_islander,4008,1294.0,IL
2010,other,805013,28427.0,IL
2010,two_or_more,242619,11153.0,IL
2010,two_or_more_inculding_other,47582,4687.0,IL
2010,total,6490621,,IN
2010,two_or_more_exc_other_or_three_plus,112617,7327.0,IN
2010,white,5522578,9035.0,IN
2010,black_aa,587044,7499.0,IN
2010,am_indian_native,16320,2173.0,IN
2010,asian,102920,3317.0,IN
2010,hawaiian_islander,1201,651.0,IN
2010,other,131882,9845.0,IN
2010,two_or_more,128676,8197.0,IN
2010,two_or_more_inculding_other,16059,2816.0,IN
2010,total,3049883,,IA
2010,two_or_more_exc_other_or_three_plus,48215,4519.0,IA
2010,white,2791596,6364.0,IA
2010,black_aa,95190,4381.0,IA
2010,am_indian_native,9147,1591.0,IA
2010,asian,51756,2060.0,IA
2010,hawaiian_islander,498,370.0,IA
2010,other,46395,4926.0,IA
2010,two_or_more,55301,4856.0,IA
2010,two_or_more_inculding_other,7086,1900.0,IA
2010,total,2859169,,KS
2010,two_or_more_exc_other_or_three_plus,77646,4974.0,KS
2010,white,2436845,7539.0,KS
2010,black_aa,164819,4262.0,KS
2010,am_indian_native,25819,2538.0,KS
2010,asian,70972,2331.0,KS
2010,hawaiian_islander,888,540.0,KS
2010,other,70434,6729.0,KS
2010,two_or_more,89392,5428.0,KS
2010,two_or_more_inculding_other,11746,2918.0,KS
2010,total,4346266,,KY
2010,two_or_more_exc_other_or_three_plus,65497,5585.0,KY
2010,white,3837101,6473.0,KY
2010,black_aa,336561,6038.0,KY
2010,am_indian_native,9201,1799.0,KY
2010,asian,47895,3077.0,KY
2010,hawaiian_islander,2290,988.0,KY
2010,other,41764,5053.0,KY
2010,two_or_more,71454,5462.0,KY
2010,two_or_more_inculding_other,5957,1744.0,KY
2010,total,4544228,,LA
2010,two_or_more_exc_other_or_three_plus,60570,5544.0,LA
2010,white,2855924,5605.0,LA
2010,black_aa,1455478,7095.0,LA
2010,am_indian_native,28913,3426.0,LA
2010,asian,71476,3183.0,LA
2010,hawaiian_islander,4388,2907.0,LA
2010,other,58283,6173.0,LA
2010,two_or_more,69766,5753.0,LA
2010,two_or_more_inculding_other,9196,1917.0,LA
2010,total,1327567,,ME
2010,two_or_more_exc_other_or_three_plus,22055,2019.0,ME
2010,white,1265687,1414.0,ME
2010,black_aa,15121,1625.0,ME
2010,am_indian_native,6876,1144.0,ME
2010,asian,13678,1224.0,ME
2010,hawaiian_islander,601,427.0,ME
2010,other,2034,851.0,ME
2010,two_or_more,23570,2152.0,ME
2010,two_or_more_inculding_other,1515,599.0,ME
2010,total,5785982,,MD
2010,two_or_more_exc_other_or_three_plus,138406,9023.0,MD
2010,white,3408003,10960.0,MD
2010,black_aa,1701903,7464.0,MD
2010,am_indian_native,18928,4576.0,MD
2010,asian,319965,4433.0,MD
2010,hawaiian_islander,2122,1041.0,MD
2010,other,175162,11518.0,MD
2010,two_or_more,159899,9557.0,MD
2010,two_or_more_inculding_other,21493,3223.0,MD
2010,total,6557254,,MA
2010,two_or_more_exc_other_or_three_plus,146900,10563.0,MA
2010,white,5320148,13075.0,MA
2010,black_aa,443271,6703.0,MA
2010,am_indian_native,13481,2673.0,MA
2010,asian,353211,4785.0,MA
2010,hawaiian_islander,1083,580.0,MA
2010,other,245326,11590.0,MA
2010,two_or_more,180734,11073.0,MA
2010,two_or_more_inculding_other,33834,4251.0,MA
2010,total,9877574,,MI
2010,two_or_more_exc_other_or_three_plus,209294,8760.0,MI
2010,white,7834808,10593.0,MI
2010,black_aa,1385311,7695.0,MI
2010,am_indian_native,57394,3805.0,MI
2010,asian,241095,4236.0,MI
2010,hawaiian_islander,2268,781.0,MI
2010,other,114906,9632.0,MI
2010,two_or_more,241792,10013.0,MI
2010,two_or_more_inculding_other,32498,3561.0,MI
2010,total,5310584,,MN
2010,two_or_more_exc_other_or_three_plus,118098,7472.0,MN
2010,white,4573199,6828.0,MN
2010,black_aa,273680,6367.0,MN
2010,am_indian_native,57270,3212.0,MN
2010,asian,209834,3915.0,MN
2010,hawaiian_islander,2078,894.0,MN
2010,other,66664,6289.0,MN
2010,two_or_more,127859,7699.0,MN
2010,two_or_more_inculding_other,9761,2007.0,MN
2010,total,2970036,,MS
2010,two_or_more_exc_other_or_three_plus,28748,4773.0,MS
2010,white,1767532,4916.0,MS
2010,black_aa,1109263,5953.0,MS
2010,am_indian_native,12478,1676.0,MS
2010,asian,26354,2849.0,MS
2010,hawaiian_islander,196,201.0,MS
2010,other,22381,4128.0,MS
2010,two_or_more,31832,4882.0,MS
2010,two_or_more_inculding_other,3084,1085.0,MS
2010,total,5996231,,MO
2010,two_or_more_exc_other_or_three_plus,122109,8056.0,MO
2010,white,4983469,6146.0,MO
2010,black_aa,703257,6390.0,MO
2010,am_indian_native,21642,2804.0,MO
2010,asian,93404,3684.0,MO
2010,hawaiian_islander,4757,1418.0,MO
2010,other,57171,5795.0,MO
2010,two_or_more,132531,7992.0,MO
2010,two_or_more_inculding_other,10422,2283.0,MO
2010,total,990898,,MT
2010,two_or_more_exc_other_or_three_plus,22724,2925.0,MT
2010,white,890335,1948.0,MT
2010,black_aa,4835,1072.0,MT
2010,am_indian_native,61645,2616.0,MT
2010,asian,5494,908.0,MT
2010,hawaiian_islander,592,368.0,MT
2010,other,4114,1402.0,MT
2010,two_or_more,23883,2974.0,MT
2010,two_or_more_inculding_other,1159,488.0,MT
2010,total,1830429,,NE
2010,two_or_more_exc_other_or_three_plus,34931,3928.0,NE
2010,white,1627046,5447.0,NE
2010,black_aa,80630,3687.0,NE
2010,am_indian_native,17005,2168.0,NE
2010,asian,29248,2336.0,NE
2010,hawaiian_islander,2257,1920.0,NE
2010,other,34134,4706.0,NE
2010,two_or_more,40109,4277.0,NE
2010,two_or_more_inculding_other,5178,1851.0,NE
2010,total,2704642,,NV
2010,two_or_more_exc_other_or_three_plus,87929,7010.0,NV
2010,white,1970730,13285.0,NV
2010,black_aa,216792,5005.0,NV
2010,am_indian_native,26812,2698.0,NV
2010,asian,197350,4935.0,NV
2010,hawaiian_islander,16279,1836.0,NV
2010,other,171561,12650.0,NV
2010,two_or_more,105118,7658.0,NV
2010,two_or_more_inculding_other,17189,2983.0,NV
2010,total,1316759,,NH
2010,two_or_more_exc_other_or_three_plus,19071,2316.0,NH
2010,white,1238424,3420.0,NH
2010,black_aa,15448,1479.0,NH
2010,am_indian_native,2888,891.0,NH
2010,asian,28125,1529.0,NH
2010,hawaiian_islander,297,333.0,NH
2010,other,10430,3226.0,NH
2010,two_or_more,21147,2344.0,NH
2010,two_or_more_inculding_other,2076,1027.0,NH
2010,total,8801624,,NJ
2010,two_or_more_exc_other_or_three_plus,166584,10881.0,NJ
2010,white,6103285,19750.0,NJ
2010,black_aa,1186144,9320.0,NJ
2010,am_indian_native,18956,2852.0,NJ
2010,asian,725077,5900.0,NJ
2010,hawaiian_islander,2500,1567.0,NJ
2010,other,536350,21128.0,NJ
2010,two_or_more,229312,12412.0,NJ
2010,two_or_more_inculding_other,62728,6009.0,NJ
2010,total,2065932,,NM
2010,two_or_more_exc_other_or_three_plus,37116,4417.0,NM
2010,white,1515500,12116.0,NM
2010,black_aa,40588,2908.0,NM
2010,am_indian_native,195112,3754.0,NM
2010,asian,25323,2206.0,NM
2010,hawaiian_islander,1195,698.0,NM
2010,other,228992,12632.0,NM
2010,two_or_more,59222,5179.0,NM
2010,two_or_more_inculding_other,22106,3478.0,NM
2010,total,19392283,,NY
2010,two_or_more_exc_other_or_three_plus,369649,14197.0,NY
2010,white,12775673,26664.0,NY
2010,black_aa,3015272,17302.0,NY
2010,am_indian_native,71792,5491.0,NY
2010,asian,1433875,9785.0,NY
2010,hawaiian_islander,6597,1710.0,NY
2010,other,1575686,27562.0,NY
2010,two_or_more,513388,13896.0,NY
2010,two_or_more_inculding_other,143739,8977.0,NY
2010,total,9561558,,NC
2010,two_or_more_exc_other_or_three_plus,185793,10441.0,NC
2010,white,6666233,15111.0,NC
2010,black_aa,2050395,11127.0,NC
2010,am_indian_native,111756,5197.0,NC
2010,asian,211705,4370.0,NC
2010,hawaiian_islander,4404,1054.0,NC
2010,other,298308,14393.0,NC
2010,two_or_more,218757,11429.0,NC
2010,two_or_more_inculding_other,32964,4935.0,NC
2010,total,674499,,ND
2010,two_or_more_exc_other_or_three_plus,12667,1923.0,ND
2010,white,607058,1188.0,ND
2010,black_aa,8601,1080.0,ND
2010,am_indian_native,33384,1708.0,ND
2010,asian,7679,1065.0,ND
2010,hawaiian_islander,424,332.0,ND
2010,other,3578,946.0,ND
2010,two_or_more,13775,1869.0,ND
2010,two_or_more_inculding_other,1108,721.0,ND
2010,total,11536182,,OH
2010,two_or_more_exc_other_or_three_plus,216873,9222.0,OH
2010,white,9569990,9283.0,OH
2010,black_aa,1412002,9497.0,OH
2010,am_indian_native,21331,2596.0,OH
2010,asian,197489,3808.0,OH
2010,hawaiian_islander,1492,827.0,OH
2010,other,93309,7510.0,OH
2010,two_or_more,240569,9459.0,OH
2010,two_or_more_inculding_other,23696,3609.0,OH
2010,total,3761702,,OK
2010,two_or_more_exc_other_or_three_plus,282371,10420.0,OK
2010,white,2764307,8104.0,OK
2010,black_aa,270132,4992.0,OK
2010,am_indian_native,261746,7116.0,OK
2010,asian,65232,2927.0,OK
2010,hawaiian_islander,4234,1081.0,OK
2010,other,98269,6964.0,OK
2010,two_or_more,297782,10694.0,OK
2010,two_or_more_inculding_other,15411,3289.0,OK
2010,total,3838957,,OR
2010,two_or_more_exc_other_or_three_plus,119459,7158.0,OR
2010,white,3262714,12729.0,OR
2010,black_aa,70368,3549.0,OR
2010,am_indian_native,49975,4056.0,OR
2010,asian,141586,4867.0,OR
2010,hawaiian_islander,12769,1315.0,OR
2010,other,163581,12248.0,OR
2010,two_or_more,137964,8568.0,OR
2010,two_or_more_inculding_other,18505,3198.0,OR
2010,total,12709630,,PA
2010,two_or_more_exc_other_or_three_plus,200808,9585.0,PA
2010,white,10492442,11982.0,PA
2010,black_aa,1376234,11015.0,PA
2010,am_indian_native,20429,2439.0,PA
2010,asian,350234,5367.0,PA
2010,hawaiian_islander,2758,781.0,PA
2010,other,228468,11422.0,PA
2010,two_or_more,239065,11942.0,PA
2010,two_or_more_inculding_other,38257,4986.0,PA
2010,total,1052886,,RI
2010,two_or_more_exc_other_or_three_plus,22043,3336.0,RI
2010,white,857493,6327.0,RI
2010,black_aa,62822,3785.0,RI
2010,am_indian_native,3176,1052.0,RI
2010,asian,30939,1637.0,RI
2010,hawaiian_islander,1104,927.0,RI
2010,other,68424,6770.0,RI
2010,two_or_more,28928,3153.0,RI
2010,two_or_more_inculding_other,6885,1595.0,RI
2010,total,4636312,,SC
2010,two_or_more_exc_other_or_three_plus,75766,6673.0,SC
2010,white,3110798,8478.0,SC
2010,black_aa,1301988,6526.0,SC
2010,am_indian_native,12675,2234.0,SC
2010,asian,53658,3328.0,SC
2010,hawaiian_islander,1642,992.0,SC
2010,other,71127,7227.0,SC
2010,two_or_more,84424,7091.0,SC
2010,two_or_more_inculding_other,8658,2258.0,SC
2010,total,816463,,SD
2010,two_or_more_exc_other_or_three_plus,14387,2612.0,SD
2010,white,701880,2321.0,SD
2010,black_aa,10743,1290.0,SD
2010,am_indian_native,73601,2811.0,SD
2010,asian,8001,1863.0,SD
2010,hawaiian_islander,82,149.0,SD
2010,other,6060,1556.0,SD
2010,two_or_more,16096,2591.0,SD
2010,two_or_more_inculding_other,1709,739.0,SD
2010,total,6356897,,TN
2010,two_or_more_exc_other_or_three_plus,95309,6306.0,TN
2010,white,4982270,9322.0,TN
2010,black_aa,1066253,7068.0,TN
2010,am_indian_native,16704,3385.0,TN
2010,asian,93038,3471.0,TN
2010,hawaiian_islander,2039,1198.0,TN
2010,other,88596,8563.0,TN
2010,two_or_more,107997,7211.0,TN
2010,two_or_more_inculding_other,12688,2803.0,TN
2010,total,25257114,,TX
2010,two_or_more_exc_other_or_three_plus,392819,14900.0,TX
2010,white,18716520,44542.0,TX
2010,black_aa,2970243,13225.0,TX
2010,am_indian_native,129162,8782.0,TX
2010,asian,969500,8159.0,TX
